乘隙,顺便
负老提幼,负老携幼
特长,善长
搀行夺市,欺行霸市
大骂,痛骂
无误,精确
子承父业,父析子荷
删繁就简,芟繁就简
从善如流,闻过则喜
工夫,手艺
天潢贵胄,遥遥华胄
权宜之计,缓兵之计
更深人静,更深夜静
事过境迁,世易时移
偷盗,偷窃
偃武修文,偃武崇文
朋党比周,阿党比周
久旱,亢旱
乱用,滥用
铢积寸累,铢寸累积
轻巧,轻快
六韬三略,龙韬豹略
勒索,绑架
免除,解任
海屋添筹,海屋筹添
船主,船长
挖耳当招,自作多情
视为儿戏,视同儿戏
妆饰,藻饰
怒气,肝火
自圆其说,面面俱到
椎心泣血,捶胸顿足
戏子,优伶
漫笔,杂文
黜幽陟明,黜幽陟明
低沉,低落
鸿文,大作
暴虎冯河,楞头楞脑
大怒,震怒
唇枪舌剑,舌剑唇枪
隆运,鸿运
乳臭未干,年幼无知
一样,相同
昭彰,显然
满目疮痍,千疮百孔
前俯后仰,哄堂大笑
扬武耀威,扬威耀武
抢先,争先
包容,见原
利诱,诱惑
劝告,告戒
柳暗花明,美不胜收
一鳞半甲,一鳞片甲
精灵,机灵
沾花惹草,问柳寻花
感想,感慨
暴徒,凶徒
当先,领先
走狗,走狗
沉浸,浸浴
没大没小,目无尊长
冒冒失失,失张冒势
含混,混沌
挺直,笔直
补偏救弊,补苴罅漏
分工,单干
遮挡,遮蔽
蛾眉皓齿,蛾眉螓首
动弹,转动
逃匿,逃避
盈余,红利
直言勿讳,直言无隐
岁月,韶华
虽死犹荣,虽败犹荣
照看,照管
激发,激勉
思贤若渴,求贤若渴
正犯,首犯
七零八落,乌七八糟
乘客,旅客
愁眉苦眼,愁眉苦脸
弹奏,演奏
耗损,损失
严紧,紧密
规行矩步,循规蹈矩
勉为其难,逼良为娼
侠肝义胆,见义勇为
输肝写胆,输肝沥胆
延颈举踵,延颈企踵
停车,泊车
不当,欠妥
新人,新秀
量入为出,量入计出
其势汹汹,饿虎扑食
悲哀,悲戚
一了百了,寿终正寝
招蜂惹蝶,惹草拈花
何如,怎么
收关,最后
气充志骄,气骄志满
千随百顺,百依百顺
必定,必然
事迹,古迹
庆祝,致贺
消亡,息灭
脱漏,遗漏
求学,肄业
日中则昃,日中必移
违法,违纪
告终,了结
分派,分拨
整天,全日
媲美,逊色
田单,田契
因噎废食,闻噎废食
穷冬,隆冬
情感,情绪
州伯,州长
分散,分布
弥天大罪,滔天罪行
最近,近来
文句,词句
不亢不卑,不卑不亢
内外,表里
积恶,造孽
一册,一本
推举,选举
黄钟毁弃,黄钟长弃
荆钗布裙,布裙荆钗
许久,迂久
占领,攻陷
不刊之论,不刊之说
东挪西撮,东挪西借
惨绿少年,翩翩公子
坐镇,镇守
选民,公民
刳胎杀夭,刳胎焚夭
灰尘,尘埃
酸楚,辛酸
枕戈坐甲,枕戈待旦
不屈,不平
闪动,闪灼
以邻为壑,嫁祸于人
两小无猜,卿卿我我
尊重,恭敬
促膝长谈,夜雨对床
冉冉,慢慢
那边,哪里
慷慨,豪爽
下气怡声,下气怡色
岿然不动,安如泰山
日历,日期
哀告,求告
混世魔王,凶神恶煞
风和日暖,风和日丽
缉捕,缉拿
祝贺,恭喜
抓住,收拢
山洞,岩穴
铩羽,失利
日和风暖,日暖风恬
奉献,捐献
斗南一人,盖世无双
喧传,哄动
强壮,矫健
入伍,服役
海浪,海潮
照样,还是
持盈保泰,持盈守成
散乐,百戏
坐卧不离,形影不离
无数,多数
兴兵,出兵
轮廓,概况
姑娘,小姐
沸反连天,沸反盈天
桀骜不驯,傲头傲脑
太甚,太过
故伎重演,故技重演
穷困,贫寒
捐躯,献身
坐以待旦,秉烛待旦
死而不悔,死而无悔
面誉背毁,面誉背非
图谋,希图
弦外有音,弦外之意
佃农,租户
甘霖,甘露
注册,挂号
肉食者鄙,贫贱骄人
一张一弛,以逸待劳
上下,高低
涕泪交垂,涕泗横流
和善,仁爱
不知起倒,不识起倒
遗志,遗愿
生不逢辰,生不遇时
公牍,公文
入圣超凡,超凡入圣
思疑,嫌疑
贬抑,诽谤
海底捞针,海中捞月
弥天大谎,漫天大谎
共计,总计
难舍难离,难舍难分
下世,来世
卖俏行奸,卖俏迎奸
慢条斯礼,慢腾斯礼
丹方,方子
去粗取精,取精用宏
成年累月,天天向上
占据,占有
沉闷,烦闷
凡夫,凡人
经久,历久
拙笨,迟笨
灌夫骂坐,灌夫骂座
回文,回环
美德,良习
废品,废物
遗址,遗迹
切口,暗语
用度,费用
搏斗,肉搏
神差鬼遣,神差鬼使
惊异,讶异
笔墨,翰墨
抵赖,狡赖
能工巧匠,良工巧匠
常规,常例
闭门造车,向壁虚构
搜括,悉索
谙习,熟谙
朽木难雕,朽棘不雕
以理服人,言之成理
及第,登科
学如登山,学如穿井
配角,龙套
日上三竿,日高三丈
侧目,回避
朝不保夕,朝不及夕
供养,赡养
规章,规定
依依难舍,依依惜别
人缘,缘分
木已成舟,已成定局
神头鬼脸,神头鬼面
眼力,视力
寡情,薄幸
遗簪坠履,遗簪堕履
各样,各类
手无寸刃,手无寸铁
残余,渣滓
劝诱,蛊惑
军人,甲士
消弭,解除
凶信,凶讯
告诉,奉告
暗地,暗自
一暴十寒,有始无终
纯正,单纯
枢纽,要津
干涉,插手
时值,物价
偷换,掉包
碰面,见面
奖励,嘉勉
没大没小,没上没下
吸引,招引
阎君,阎罗
乳臭未干,黄口孺子
托钵,讨饭
除旧布新,涤秽布新
有益,合宜
并吞,吞并
歹人,坏人
捉弄,调侃
见德思齐,见贤思齐
自如,自若
版图,邦畿
遨游,翱游
生理,生计
弯曲,卷曲
古旧,破旧
力排众议,一言为定
盖印,盖章
丰厚,丰盛
存在,保存
声明,注解
倾向,偏向
敌意,恶意
朗诵,诵读
一呼百诺,前呼后拥
傲慢,骄气
临阵磨刀,措手不及
修正,批改
巡察,巡缉
作别,道别
因敌为资,因敌取资
言近意远,言近旨远
埋伏,匿伏
机密,诡秘
似漆如胶,相亲相爱
连枝分叶,连枝带叶
不言而喻,不在话下
妒贤嫉能,争风吃醋
收尾,结尾
刀光剑影,刀光血影
艺人,演员
古刹,庙宇
戳破,点破
半子,女婿
运动,疏通
洋化,西化
划船,荡舟
纯碎,纯朴
削足适履,截趾适履
美观,面子
唾弃,摒弃
风貌,风采
变嫌,变调
打量,详察
颐性养寿,颐神养寿
闲居,平素
一网打尽,一网尽扫
愤世疾俗,愤世嫉俗
劳而无功,枉用心机
少女,仙女
开支,支出
恩人,亲人
虚应故事,得过且过
下葬,埋葬
山清水秀,湖光山色
宏儒硕学,博学多才
申谢,道谢
劣匠,粗工
匮乏,紧缺
只管,只顾
凝合,凝聚
有求必应,来者不拒
旁若无人,大模大样
飞沙扬砾,飞砂扬砾
敬意,尊敬
快速,急迅
瘦削,消瘦
穷巷,陋巷
长寿,长命
丧生,物化
兴邦立国,安邦兴国
心腹,亲信
沉李浮瓜,浮瓜沉李
遮三瞒四,遮遮掩掩
因何,为何
新居,新房
精湛,精熟
顺眼,悦目
大众,团体
摇动,晃悠
潜移默化,默转潜移
合流,干流
掩藏,掩蔽
使者,使臣
饱以老拳,饱飨老拳
管辖,统带
领袖,首级
渔利,牟利
挪用,调用
平庸,凡俗
吵杂,烦扰
日不移影,日不移晷
款子,金钱
好战,恋战
断定,判断
调剂,调度
身临其境,设身处地
加强,增强
接连,延续
朴直,耿直
抱头鼠窜,溜之大吉
秀美,秀雅
投亲靠友,求亲靠友
留恋,依恋
涉及,触及
活水,流水
纸醉金迷,金迷纸醉
大难,浩劫
觉悟,憬悟
仁慈,慈善
目生,陌生
敬授人时,敬授民时
发扬,表现
抠门,小气
天府之国,鱼米之乡
酒囊饭袋,衣架饭囊
文书,文告
急驰,狂奔
尊驾,阁下
如不胜衣,弱不禁风
烂熟,纯属
得体,端庄
兰交,至交
惠临,惠顾
购买,购物
盛名,闻名
抄掠,搜劫
刺眼,耀眼
危坐,端坐
堂倌,跑堂
叱骂,谩骂
色鬼,色魔
凶狠,悍戾
旷世,绝代
举足轻重,荦荦大者
玩火自焚,自食其果
对症下药,对症发药
未免,不免
祝嘏,祝寿
步履,行为
成效,生效
先辈,先进
得胜,告捷
丝毫,涓滴
地势,局面
乐不思蜀,流连忘反
透彻,透辟
方圆,周遭
荒唐,乖张
做张做智,做张做势
大器小用,大材小用
媒婆,牙婆
姊姊,老姐
绞尽脑汁,苦思冥想
侨民,外侨
原址,旧址
寻常,正常
举手之劳,手到拈来
十二金牌,十万火急
偷天换日,暗度陈仓
国富民安,物阜民丰
旧式,老式
雪案萤灯,雪案萤窗
涉及,波及
彼众我寡,敌众我寡
命途多舛,时乖命蹇
茅屋,茅庐
商议,接头
须要,需求
莺吟燕舞,莺歌燕舞
世外桃源,鱼米之乡
刺眼,刺目
牝鸡晨鸣,牝鸡牡鸣
改姓易代,改朝换代
无忧无虑,无虑无忧
幻术,魔术
水准,水平
早夭,短寿
囫囵吞枣,生吞活剥
奇耻大辱,胯下之辱
狠劲,玩命
亡命,流亡
访候,访问
研讨,探讨
委屈,屈身
野无遗才,野无遗贤
七步成章,七步成诗
浩大,伟大
巨擘,巨头
归入,纳入
故弄玄虚,莫测高深
一概,同等
口舌,吵嘴
那处,哪里
因祸得福,北叟失马
圣人,贤人
跖犬噬尧,跖犬吠尧
夫子,役夫
效愚,效忠
挂彩,挂花
口气,语气
拜托,奉求
如箭在弦,矢在弦上
狭小,狭窄
口干舌燥,舌敝唇焦
窘境,逆境
染病,患病
取笑,打诨
佃户,田户
三思而行,意气用事
理睬,搭理
旅费,盘费
依然,照旧
深藏不露,不露锋芒
古旧,陈腐
看风使舵,量体裁衣
屯扎,驻扎
出奇划策,出谋划策
首要,紧要
烘托,陪衬
闲步,漫步
加剧,加重
破例,例外
灭火,熄灭
神号鬼哭,神嚎鬼哭
望梅止渴,说梅止渴
假如,假诺
入不敷出,寅吃卯粮
宣道,布道
幸福,美满
历届,往届
年老,年迈
无极,混沌
油煎火燎,火烧火燎
风刀雪剑,风刀霜剑
博施济众,普渡众生
协谋,共谋
另外,此外
立竿见影,盘马弯弓
委婉,间接
驾雾腾云,腾云驾雾
潮湿,湿气
劲敌,强敌
宽免,豁免
什围伍攻,十围五攻
拔山扛鼎,扛鼎拔山
个别,局部
无功而禄,无功受禄
改弦更张,改辕易辙
劝化,感导
振奋,奋发
气概,气势
动怒,起火
鞭长不及,鞭长莫及
消融,蒸融
酒精,原形
晶体,鉴戒
志满气骄,志骄意满
并世无两,盖世无双
热销,畅销
正确,确切
协商,洽商
依人作嫁,俯仰由人
公愤,众怒
左思右想,冥思苦想
内心,本质
抚摩,抚摸
曲高和寡,阳春白雪
取代,庖代
潜心,埋头
冠冕堂皇,堂皇冠冕
美味,适口
苛吏,酷吏
诉苦,报怨
风中残烛,风前残烛
鱼死网破,鹬蚌相争
措施,设施
杀马毁车,毁车杀马
兴微继绝,兴灭继绝
监督,监视
干卿何事,干卿底事
沉溺,入迷
欠据,借约
功绩,功烈
捧腹大笑,哄堂大笑
行运,交运
艰难,穷苦
倒闭,崩溃
枪林弹雨,枪林刀树
崇论宏议,崇论闳议
春意盎然,春深似海
油滑,淘气
婚姻,婚配
屏障,屏蔽
停下,停驻
暗昧,暧昧
前仰后合,前合后仰
遍地,处处
复杂,繁琐
娴静,爱静
出场,退场
还朴反古,还淳返朴
空话,妄言
三迭阳关,阳关三迭
今是昔非,今是昨非
北门之管,北门锁钥
王婆卖瓜,老王卖瓜
灯蛾扑火,飞蛾扑火
财大气粗,腰缠万贯
古玩,古董
头先,头里
挑衅,寻事
地道,纯粹
农具,耕具
新手,生人
闲言碎语,闲言长语
放肆,妄为
先入之见,先入为主
深居简出,离群索居
移天换日,移花接木
斜坡,陡坡
回笼,返回
条记,笔记
丢掉,丢弃
打死老虎,打落水狗
叫好,喝采
收敛,敛迹
举贤任能,唯才是举
山清水秀,山青水秀
岂但,不但
实验,尝试
爱屋及乌,民胞物与
匪石匪席,柏舟之誓
贬黜,贬谪
望见,看见
放火,纵火
响亮,洪亮
收成,收货
上帝,天主
希世之宝,希世之珍
焦急,着急
显目,显眼
仓卒,匆促
同侪,同辈
雕虫末技,雕虫末伎
孤芳自赏,顾影自怜
含羞,腼腆
偷香窃玉,韩寿偷香
信誓旦旦,指天为誓
沉思,深思
已经,曾经
如芒刺背,如芒在背
豪阔,阔气
怒潮,狂潮
本来,正本
各抒己见,言人人殊
现在,当今
十室九空,饿殍遍野
抽象,空洞
伤风,感冒
劳驾,枉顾
室如悬磬,环堵萧然
斗艳争芳,斗艳争辉
运筹决策,运筹演谋
纵令,纵然
囫囵吞枣,不求甚解
萦绕,缭绕
押解,押送
权臣,权贵
佛教,释教
倾轧,排挤
面貌,样貌
肃除,清除
深厚,深挚
豁然大悟,豁然开悟
尽职,称职
攻其无备,攻其不备
可恶,可憎
头等,甲第
无孔不入,有隙可乘
境地,田产
群蚁附膻,臭味相投
左躲右闪,躲躲闪闪
年复一年,三年五载
屯扎,驻守
填补,弥补
决胜千里,稳操胜算
瓜李之嫌,瓜田之嫌
摇头晃脑,摇头摆脑
开初,当初
束修自好,束身自修
岁入,岁收
乐律,旋律
终末,最后
拿获,捕获
震憾,颠簸
职权,权力
信奉,信念
远离,远隔
十风五雨,十雨五风
年高德劭,德隆望尊
别树一帜,异军突起
无计可奈,无计奈何
采购,收购
偷梁换柱,暗渡陈仓
沸水,滚水
叫嚣,叫嚷
名扬四海,名满天下
缩头缩脑,缩手缩脚
劣货,次货
亭亭玉立,窈窕淑女
扰攘,骚动
赐顾,惠顾
梢公,舵手
众望所归,众星捧月
取信,守信
危言耸听,骇人闻听
尽收眼底,映入眼帘
比物丑类,比物连类
舆情,议论
润色,润饰
心脏,腹黑
得不酬失,得不偿失
出事,失事
相当,相等
崇敬,钦敬
处死,正法
云屯雨集,云屯雾集
屏迹,隐迹
卓着,卓异
豆萁燃豆,豆萁相煎
喜眉笑眼,喜上眉梢
悲凉,悲惨
赠送,奉送
互异,差异
拙口钝辞,拙嘴笨舌
最初,首先
皎白,结拜
宽待,宽宥
半路,半途
沃野千里,通都大邑
居安思危,处安思危
开垦,开辟
长枕大衾,长枕大被
扯顺风旗,顺风扯旗
轻微,细微
令嫒,千金
调风弄月,谈情说爱
红日三竿,日高三丈
后代,后辈
讥笑,哂笑
流畅,畅达
刀山剑树,龙潭虎穴
徇国忘身,舍生忘死
瘦削,羸弱
终止,间断
攻无不克,攻无不克
饱练世故,饱谙世故
叫化,求乞
迅即,立即
一起,一道
孔席墨突,风尘仆仆
乘机,伺机
权利,权柄
料理,管束
勤工俭学,半工半读
罪戾,罪过
颓垣废井,颓垣败井
前边,前面
卓殊,特殊
睹景伤情,触景伤情
以战去战,以杀去杀
觊幸,觊觎
魁伟,魁岸
断命,亡故
办事,服务
散乱,狼藉
美轮美奂,竹苞松茂
面缚舆榇,面缚衔璧
冲突,摩擦
海不扬波,刀枪入库
天昏地暗,昏天黑地
连篇累牍,连编累牍
琼浆,美酒
蠕动,蠢动
挂彩,负伤
军号,号角
成群结党,成群集党
毒手,辣手
范畴,规模
手疾眼快,眼疾手快
脸色,神志
追风逐电,追风逐日
顽皮,调皮
一干二净,干干净净
强制,被迫
好处,克己
会聚,汇注
飞速,火速
三媒六证,明媒正娶
遣散,驱散
教授,教练
追根查源,追根求源
裁长补短,取长补短
尸体,遗体
打破,突破
从善如流,择善而从
转眼之间,电光石火
封豕长蛇,毒蛇猛兽
才高行厚,才高行洁
不思进取,安于一隅
攀援,攀附
述说,陈说
目眩,眼花
止于至善,白玉无瑕
出生,出身
拌合,搀合
烹调,烹饪
轰隆,霹雳
摄影,照相
故地,旧地
收拾,打理
来因去果,来龙去脉
薄情,薄幸
出发,启航
誓山盟海,誓海盟山
告假,请假
天地,宇宙
一劳永逸,一劳久逸
印油,印泥
掷地金声,掷地有声
心烦意乱,寝食不安
千言万语,千语万言
沐雨栉风,沐雨梳风
勾心斗角,尔虞我诈
娓娓道来,娓娓动听
平平,中等
听任,允许
巴头探脑,探头探脑
不睦,顶牛
牢牢,紧紧
协和,调和
搜检,查抄
出力,效能
牛年马月,驴年马月
讨伐,挞伐
安乐,安泰
词穷理屈,辞穷理屈
攀登,攀高
栽植,种植
贼头鬼脑,贼头鼠脑
不避斧钺,视死如归
放心,省心
大雨如注,大雨滂沱
甘甜,香甜
床下安床,床上施床
冲撞,冲克
生动,圆活
草木皆兵,风兵草甲
燕舞莺歌,莺歌燕舞
前卫,前锋
窥视,偷看
明智,理智
系统,编制
发掘,开掘
水患,水灾
截止,截至
善意,善心
掩目捕雀,自欺欺人
浓厚,粘稠
怀金拖紫,怀黄佩紫
回声,应声
厚谊,情谊
卓殊,格外
孰不可忍,拍案而起
老鼠过街,落荒而逃
坑害,陷害
害羞,畏羞
本固枝荣,根深叶茂
准时,按时
举案齐眉,鸿案相庄
公然,悍然
筚路蓝缕,开天辟地
冰箱,雪柜
污浊,浑浊
安闲,闲静
车马盈门,车马填门
眷恋,眷顾
专擅,私自
前呼后应,此唱彼和
相合,相投
避重就轻,避重逐轻
小节,末节
伉俪,佳偶
担雪塞井,担雪填河
底死谩生,抵死谩生
挨肩叠背,亚肩迭背
底子,根蒂
高节清风,高风亮节
顶峰,高峰
八面受敌,四面楚歌
路子,门道
柳眉剔竖,柳眉倒竖
眠花宿柳,眠花藉柳
邪路,邪道
炎夏,盛暑
外貌,外观
惟一,独一
不过,可是
坎阱,罗网
怠缓,缓慢
吝惜,鄙吝
转败为功,转败为胜
鱼龙曼羡,鱼龙曼衍
安安稳稳,稳稳当当
崎岖,逶迤
鱼死网破,你死我活
一狐之掖,一狐之掖
当兵,投军
装备,配置
效仿,模仿
办法,举措
谋图不轨,谋为不轨
头昏脑眩,头昏脑眩
贩夫驺卒,贩夫走卒
妥当,切当
潜逃,逃窜
倾盆,滂湃
副理,襄助
革旧从新,革旧鼎新
目不知书,目不识书
急不择路,慌不择路
军功,战功
修补,补缀
武器,火器
枉口拔舌,枉口诳舌
店保,铺保
死后,身后
旋转,挽回
交托,嘱托
高明,高妙
以莛扣钟,以莛撞钟
骄奢放逸,骄奢淫泆
担惊受怕,耽惊受怕
怒目,横眉
恼怒,恼火
天各一方,山陬海澨
宣道,宣教
日旰不食,日旰忘食
迷失,迷离
勾魂摄魄,荡气回肠
肮脏,污秽
端详,详察
坏事,赖事
制度,轨制
潜伏,隐秘
保持,仍旧
单据,单子
去逝,殒命
年高德勋,德隆望尊
作育,造就
如饮醍醐,顿开茅塞
限制,奴役
逍遥,落拓
官官相卫,阿党相为
欧美,泰西
愁城,苦海
唯妙,曼妙
追名逐利,餐腥啄腐
凤冠霞帔,珠光宝气
分析,剖判
各取所需,各得其所
君命,圣旨
后代,子孙
小型,微型
大块朵颐,食前方丈
举义,起义
运行,运转
风险,危险
万般,千般
阒然,寂静
钦慕,憧憬
回身,转身
天外,太空
打法,叮嘱
哑子做梦,哑子寻梦
偏爱,偏幸
敬终慎始,谨小慎微
震天撼地,天震地骇
粲焕,绚丽
杂沓,参差
碎屑,碎片
道歉,致歉
为民除害,替天行道
好梦难圆,好梦难成
舟子,船夫
随同,伴同
忽略,无视
侵夺,抢劫
归程,归途
神出鬼没,出没无常
迎风,顶风
不管,无论
对天盟誓,歃血为盟
精力,精神
军舰,艨艟
支路,歧路
回电,来电
庸俗,鄙俗
先锋,前锋
恳切,针织
渴念,企盼
秘诀,诀要
墨突不黔,孔席不暖
举动,举止
轻财好义,轻财重义
直入公堂,直捷了当
商人,估客
作东,作主
一举万里,一举千里
以夷制夷,以夷治夷
不决,未定
心心相印,齐眉举案
不伦不类,不僧不俗
运拙时乖,运拙时乖
和谈,和议
牲口,畜生
望风而靡,望风披靡
正人君子,仁人君子
案兵束甲,卷甲韬戈
荣耀,声誉
无远不届,无远弗届
气喘吁吁,气喘如牛
口诛笔伐,笔伐口诛
箝口,缄口
唠唠叨叨,婆婆妈妈
隆替,兴衰
钻火得冰,缘木求鱼
洪水,洪流
义兵,义师
冯唐已老,冯唐易老
悄悄,静静
源委,始末
枷锁,镣铐
时乖运拙,时乖运蹇
宁愿,情愿
委实,着实
倾诉,诉说
内心,实质
箝制,胁迫
宾客,客人
故弄玄虚,故弄虚玄
